,link
300,https://www.aftonbladet.se/nyheter/a/zGdQVv/14-aring-frias-i-dom-om-knivdod-pa-skola
301,https://www.aftonbladet.se/nyheter/a/nA0v95/mordhaktade-kommunicerade-via-avloppsror
302,https://www.aftonbladet.se/nyheter/a/eKAOB9/dod-man-i-fisketral-var-dansk
303,https://live.aftonbladet.se/supernytt/news/60f256b68b50560012839505
304,https://live.aftonbladet.se/supernytt/news/60b79a4e5923760011616b68
305,https://tv.aftonbladet.se/video/288946
306,https://www.aftonbladet.se/nyheter/a/y3k80e/polis-jagar-mordare--fritogs-pa-permission
307,https://live.aftonbladet.se/supernytt/news/60c9af12b3e09a0011e9d21e
308,https://live.aftonbladet.se/supernytt/news/60b65d3051186200114cf3dd
309,https://live.aftonbladet.se/supernytt/news/5eaabc0c019db100187c1c57
310,https://live.aftonbladet.se/supernytt/news/60713036aad261001ada6af5
311,https://www.aftonbladet.se/nyheter/a/b5vg2k/pojke-dod-efter-knivhugg-i-hals
312,https://www.aftonbladet.se/nyheter/a/0KEG2g/har-ar-misshandeln-som-ingen-sag
313,https://www.aftonbladet.se/nyheter/a/yRjvqJ/fem-unga-doms-for-sprangdad-pa-hisingen
314,https://www.aftonbladet.se/nyheter/a/6zLJ2Q/man-begars-haktad-for-mord-i-hjallbo
315,https://live.aftonbladet.se/supernytt/news/5ef5a3c1150fc200186cfc4f
316,https://www.aftonbladet.se/nyheter/a/7KvMAo/man-atalad-for-atta-ar-gammalt-mord
317,https://live.aftonbladet.se/supernytt/news/5f3fc840237e800011f4e474
318,https://www.aftonbladet.se/nyheter/a/Ep0QXG/17-aring-haktad-for-polismord
319,https://www.aftonbladet.se/nyheter/a/0KPplg/man-atalas-for-knivmord-pa-boende
320,https://www.aftonbladet.se/nyheter/a/naKE0d/tva-anhalls-efter-misstankt-mord-i-landvetter
321,https://live.aftonbladet.se/supernytt/news/5f2e7c4d782656001113b24e
322,https://www.aftonbladet.se/senastenytt/a/lE9O0M/man-dod-under-oklara-omstandigheter
323,https://www.aftonbladet.se/nyheter/a/2dqvKa/man-dodad-pa-boende-i-vastra-frolunda
324,https://www.aftonbladet.se/nyheter/a/70JjqK/tonaringar-misstanks-ha-forberett-mord
325,https://live.aftonbladet.se/supernytt/news/60dbf7ea69feaf00116c70d0
326,https://www.aftonbladet.se/nyheter/a/kR77RL/fiskebat-fick-upp-kvarlevor-i-tralen
327,https://www.aftonbladet.se/nyheter/a/Joy41m/trio-forberedde-mord-pa-parkering-i-lund
328,https://www.aftonbladet.se/nyheter/a/Ln7LBP/kaotiskt-nar-knivman-attackerade-vakter
329,https://www.aftonbladet.se/nyheter/a/JoKLe6/dod-man-i-naturomrade-kan-vara-mordad
330,https://live.aftonbladet.se/supernytt/news/5e78a4c2c10686001103c8f6
331,https://live.aftonbladet.se/supernytt/news/5f7b398016ce3000119006cb
332,https://www.aftonbladet.se/nyheter/a/kJxgGj/man-gripen-efter-en-knivskarning-pa-sparvagn
333,https://www.aftonbladet.se/nyheter/a/GGxvaQ/hovratten-faststaller-trippelmordares-dom
334,https://live.aftonbladet.se/supernytt/news/5e9ff0693a217d00117a700d
335,https://www.aftonbladet.se/nyheter/a/GGz7k9/mannen-som-hotar-polisen-ar-domd-for-mord
336,https://www.aftonbladet.se/nyheter/a/kJGVqv/tva-haktade-for-mord-pa-ung-man
337,https://www.aftonbladet.se/nyheter/a/mB5k3E/larare-svart-misshandlad-pa-ungdomshem
338,https://www.aftonbladet.se/nyheter/a/qL0X3z/doms-till-vard-efter-knivdad
339,https://www.aftonbladet.se/nyheter/a/1nzVlW/kalla-fall-grupp-vill-ta-over-olosta-dubbelmordet-1990
340,https://www.aftonbladet.se/nyheter/a/BR9GPg/man-knivskuren-i-halsen-pa-krog
341,https://www.aftonbladet.se/nyheter/a/gWo1oL/misstankt-mordforsok-efter-skottlossning
342,https://www.aftonbladet.se/nyheter/a/7K2waW/man-atalas-for-brand-pa-hvb-hem
343,https://www.aftonbladet.se/nyheter/kolumnister/a/bn3JpB/valdets-granser-har-forflyttats
344,https://www.aftonbladet.se/nyheter/a/50QR5E/ung-man-utsatt-for-mordforsok-med-kniv
345,https://www.aftonbladet.se/nyheter/a/QonrKJ/skottlossning-i-goteborg--en-skadad
346,https://www.aftonbladet.se/nyheter/a/QoGw2x/rattegang-planeras-om-knivmord-pa-skola
347,https://www.aftonbladet.se/nyheter/a/50M2zb/vittne-sag-kroppsdelar--tva-anhallna-for-mord
348,https://www.aftonbladet.se/nyheter/a/BRoBml/man-dodades-av-66-hugg-mot-huvudet--tva-doms
349,https://live.aftonbladet.se/supernytt/news/6071675baad261001ada73a3
350,https://www.aftonbladet.se/nyheter/a/kJ7e59/kvinna-dod--ung-pojke-misstankt-for-mord
351,https://www.aftonbladet.se/nyheter/a/dOBaJw/mordforsok-mot-busschauffor--ingen-gripen
352,https://live.aftonbladet.se/supernytt/news/5ec3b01b3e902300111eff49
353,https://www.aftonbladet.se/nyheter/a/Gajv56/sankt-straff-for-knivdad-i-goteborg
354,https://live.aftonbladet.se/supernytt/news/5f5db0576c997d001817bd70
355,https://www.aftonbladet.se/nyheter/a/opmBnm/man-skots-ihjal-utanfor-en-pizzeria
356,https://www.aftonbladet.se/nyheter/a/nAv15x/ny-misstankt-i-utredningen-efter-gangmord
357,https://www.aftonbladet.se/nyheter/a/7Ke9BK/aldre-kvinna-knivdodad--man-gripen
358,https://www.aftonbladet.se/nyheter/a/R9v8B2/ung-man-skjuten-i-biskopsgarden-i-goteborg
359,https://www.aftonbladet.se/nyheter/a/Ad9eLx/lagenhet-i-brand--misstankt-mordforsok
360,https://www.aftonbladet.se/nyheter/a/nal5Vo/man-skjuten-utanfor-livsmedelsbutik-pa-hisingen
361,https://live.aftonbladet.se/supernytt/news/60620999849d5300193686e4
362,https://www.aftonbladet.se/nyheter/a/WOO9AG/domd-for-wilma-mordet-overklagar-till-hd
363,https://www.aftonbladet.se/nyheter/a/GGR0vx/man-skots-till-dods-i-goteborg
364,https://www.aftonbladet.se/nyheter/a/naPKKL/person-hittad-dod-utomhus
365,https://live.aftonbladet.se/supernytt/news/5eaeafa45f7227001872cf2b
366,https://www.aftonbladet.se/nyheter/a/70Qkvo/ovantad-miss-forsenar-mordarende-igen
367,https://www.aftonbladet.se/nyheter/a/2GE1m4/man-skjuten-i-benet--misstankt-gripen
368,https://live.aftonbladet.se/supernytt/news/5e97b21356ebea001118cf87
369,https://www.aftonbladet.se/nyheter/a/k3paEa/ingen-gripen-efter-knivskarning-i-goteborg
370,https://live.aftonbladet.se/supernytt/news/610267e90d679c00125a5a16
371,https://live.aftonbladet.se/supernytt/news/6121e7a200a90e0013045e00
372,https://live.aftonbladet.se/supernytt/news/606583f3aad261001ad89d3f
373,https://www.aftonbladet.se/nyheter/a/PR7Gv0/man-skots-ihjal--trots-att-polisen-var-dar
374,https://www.aftonbladet.se/nyheter/a/4qMLKq/tre-atalas-for-bombdad-i-goteborg
375,https://www.aftonbladet.se/nyheter/a/0nqpe2/mordmisstankar-avskrivs-vid-tva-dodsfall-i-goteborg
376,https://www.aftonbladet.se/nyheter/a/2dG38y/flera-skadade-i-skottlossning-i-goteborg
377,https://www.aftonbladet.se/nyheter/a/rAOxw8/misstankt-knivmord-i-goteborg--en-gripen
378,https://www.aftonbladet.se/nyheter/a/dOavAA/inget-brott-bakom-dodsfall
379,https://live.aftonbladet.se/supernytt/news/60ef5a5680bba4001115cae2
380,https://www.aftonbladet.se/nyheter/a/bzPA4B/aklagaren-atal-for-hjallbomordet-drojer
381,https://www.aftonbladet.se/nyheter/krim/a/x3PX8n/sveriges-mest-eftersokta-brottslingar
382,https://www.aftonbladet.se/nyheter/a/9vLAp9/skjutningar-minskar-i-storstader
383,https://www.aftonbladet.se/nyheter/a/rA3oBe/dod-man-hittad-pa-o-i-goteborgs-skargard
384,https://www.aftonbladet.se/nyheter/a/Xg2JGr/krisstodsteam-satts-in-efter-dodsskjutningen
385,https://www.aftonbladet.se/nyheter/a/3JyXje/kvinna-misshandlad-till-dods--man-gripen
386,https://live.aftonbladet.se/supernytt/news/5fd58ca107c7190011e9051c
387,https://www.aftonbladet.se/nyheter/a/jzzEeA/en-dod-efter-skottlossning-i-frisorsalong
388,https://live.aftonbladet.se/supernytt/news/5eb28ba55969390018550be9
389,https://www.aftonbladet.se/nyheter/a/KpgdVy/mordade-polisen-andreas-danman-begravs
390,https://live.aftonbladet.se/supernytt/news/5f350824ad330b001186342b
391,https://www.aftonbladet.se/nyheter/a/gWbOg1/man-ihjalskjuten-i-goteborg--en-anhallen
392,https://live.aftonbladet.se/supernytt/news/60fe396002e2af0012dfb3bd
393,https://www.aftonbladet.se/nyheter/a/56xloe/man-knivhuggen-i-kungsbacka
394,https://www.aftonbladet.se/nyheter/a/lAyRly/en-knivskuren-pa-pizzeria-i-goteborg
395,https://www.aftonbladet.se/nyheter/a/70BJOw/uppgifter-svensk-ihjalskjuten-i-barcelona
396,https://www.aftonbladet.se/nyheter/a/wPx5jo/svensk-ihjalskjuten-i-barcelona
397,https://www.aftonbladet.se/nyheter/a/dlebWz/chattbevis-godkanns-igen-i-goteborgsmal
398,https://www.aftonbladet.se/nyheter/a/EpJvya/kvinna-foll-fran-balkong--misstankt-mord
399,https://live.aftonbladet.se/supernytt/news/5fae186f28f5e10011520430
400,https://www.aftonbladet.se/nyheter/a/mrMV1L/massiv-knarkliga-sprangd-i-spanien-och-sverige
401,https://live.aftonbladet.se/supernytt/news/5e832da3eca4270019e4e99c
402,https://www.aftonbladet.se/nyheter/a/Kyv2ey/langa-fangelsestraff-for-brutalt-knivmord
403,https://tv.aftonbladet.se/video/291781
404,https://www.aftonbladet.se/nyheter/a/mRwoQv/man-dod-i-knivskarning--en-gripen-for-mord
405,https://www.aftonbladet.se/nyheter/a/7KKb3K/hotbild-mot-mottagning-dar-kvinna-skadades
406,https://www.aftonbladet.se/nyheter/a/qL2960/man-hittad-dod-i-kortedala--en-gripen
407,https://www.aftonbladet.se/nyheter/a/zgGOV9/hjalpte-mordare-fly--tre-unga-man-doms
408,https://www.aftonbladet.se/nyheter/a/mR2LbO/tio-anhallna-efter-dodsskott--bra-koll
409,https://live.aftonbladet.se/supernytt/news/5e956879474b050011b81f2a
410,https://www.aftonbladet.se/nyheter/a/A3raX3/m-aven-15-aringar-ska-kunna-fa-fangelse
411,https://www.aftonbladet.se/nyheter/a/X80O17/tre-gripna-efter-misstankt-mordforsok
412,https://www.aftonbladet.se/nyheter/a/BRnox0/tre-till-forhor-om-misstankta-honomordet
413,https://live.aftonbladet.se/supernytt/news/5e6216c355955d0011d0906a
414,https://www.aftonbladet.se/nyheter/a/RRE1OW/tre-haktas-misstankta-for-ranmord-i-goteborg
415,https://www.aftonbladet.se/nyheter/a/zgapOK/man-haktad-for-hjallbomordet-gott-bevislage
416,https://www.aftonbladet.se/nyheter/a/X69BEo/riksdagen-skarp-straffen-for-unga-kriminella
417,https://www.aftonbladet.se/nyheter/a/QoqOLR/kvinna-begars-haktad-misstankt-for-mord
418,https://www.aftonbladet.se/nyheter/a/Al8LPn/aklagaren-begar-17-aring-haktad-for-polismord
419,https://www.aftonbladet.se/nyheter/a/70JOJK/man-dod-i-stort-slagsmal-inne-i-centrala-goteborg
420,https://www.aftonbladet.se/nyheter/a/zGvnRv/polis-skot-mot-bil-efter-misstankt-mordforsok
421,https://www.aftonbladet.se/nyheter/a/0n7nx6/mobiltelefoner-hardvaluta-bland-knarklangare
422,https://www.aftonbladet.se/nyheter/a/MRM73m/ingen-overklagan-om-knivdod-pa-skola
423,https://www.aftonbladet.se/nyheter/a/GGJo0J/dode-mannen-hittades-bara-meter-fran-forskola
424,https://live.aftonbladet.se/supernytt/news/5f7b617a4c49f20011aa3768
425,https://www.aftonbladet.se/nyheter/a/4qv6n6/exmake-doms-for-knivmord
426,https://www.aftonbladet.se/nyheter/a/x3Jx0G/morddomd-frias-av-hovratten
427,https://www.aftonbladet.se/nyheter/a/50AvQ6/polischefen-om-valdet-maste-satta-ner-foten
428,https://www.aftonbladet.se/nyheter/a/VbLKqV/svarare-for-malmopolisen-att-klara-upp-gangmord
429,https://www.aftonbladet.se/brandstudio/a/aWP5lL/har-hor-du-de-starkaste-berattelserna-i-sommar
430,https://www.aftonbladet.se/nyheter/a/BR2qAe/dod-man-hittad-i-bil--polis-utreder-mord
431,https://www.aftonbladet.se/nyheter/a/nALpRx/polischef-forbannad-efter-knivattacken
432,https://live.aftonbladet.se/supernytt/news/5fafcbbc4e185c0011fc79a8
433,https://live.aftonbladet.se/supernytt/news/5f0ab1e7a39fcb001157baf4
434,https://www.aftonbladet.se/nyheter/krim/a/LAJag4/amir-12-dodades-pa-skolgard--bevistalan-vacks-mot-13-aring
435,https://www.aftonbladet.se/nyheter/a/pLX4Ow/hogsbomordaren-placeras-pa-kumla-mot-sin-vilja
436,https://www.aftonbladet.se/nyheter/a/JoGVM6/inget-tyder-pa-brott-bakom-dodsfall-pa-o
437,https://www.aftonbladet.se/nyheter/a/BREarw/man-knivskuren-till-dods--en-anhallen
438,https://www.aftonbladet.se/nyheter/a/BRndnv/sonen-skots-ihjal-vid-hemmet--far-ingen-flytthjalp
439,https://www.aftonbladet.se/nyheter/a/GGn3lJ/kvinna-lag-lange-dod--man-mordmisstankt
440,https://www.aftonbladet.se/nyheter/a/mRnwqv/dod-person-hittad-utomhus-i-olofstorp--mord-utreds
441,https://www.aftonbladet.se/nyheter/a/opPjAg/krafttag-mot-droghandel-paverkade-mordstatistik
442,https://www.aftonbladet.se/nyheter/a/jBe1rL/frias-for-atta-ar-gammalt-mord--doms-for-ran
443,https://www.aftonbladet.se/nyheter/a/jdxme9/man-slappt-efter-explosionen-i-landvetter
444,https://www.aftonbladet.se/nyheter/a/pALjoj/kriminella-utfardade-utegangsforbud-i-tensta
445,https://www.aftonbladet.se/nyheter/a/V11vvW/fler-minderariga-mordar-i-gangkrigen
446,https://www.aftonbladet.se/nyheter/a/JoXK3X/man-skottskadad-vid-mataffar-i-goteborg
447,https://www.aftonbladet.se/nyheter/a/b5WQMv/man-gripen-misstankt-for-barcelona-mord
448,https://www.aftonbladet.se/nyheter/a/0nz68G/tva-atalas-efter-knivdad-i-nordstan
449,https://www.aftonbladet.se/senastenytt/a/39Rjpd/man-knivskuren-vid-bensinstation--tva-gripna-for-mordforsok
450,https://www.aftonbladet.se/nyheter/a/K3100y/fa-mord-i-storgoteborg-kan-kopplas-till-gang
451,https://www.aftonbladet.se/nyheter/a/WObgkg/morddomd-inget-blod-pa-mina-hander
452,https://www.aftonbladet.se/svenskahjaltar/a/GGkvOl/ungdomarna-kampar-for-att-stoppa-det-dodliga-valdet
453,https://www.aftonbladet.se/nyheter/a/4qrkaV/fyra-doms-for-mord--misstanks-varit-torpeder
454,https://www.aftonbladet.se/nyheter/a/zG3agw/tva-till-forhor-efter-skott-i-hammarkullen
455,https://www.aftonbladet.se/nyheter/a/na7B7d/16-aring-dod-efter-skottlossning
456,https://www.aftonbladet.se/nyheter/a/OpX8QA/man-anhallen-misstankt-for-mord
457,https://www.aftonbladet.se/nojesbladet/a/a7GGoE/way-out-west-bjuder-pa-gratis-filmfestival
458,https://live.aftonbladet.se/supernytt/news/611587efea9f23001888df3f
459,https://www.aftonbladet.se/nyheter/a/Blwxpv/polischefen-positiv-trend-i-omradet
460,https://www.aftonbladet.se/nyheter/a/X8K0ko/21-aring-begars-haktad-for-mord-i-hjallbo
461,https://www.aftonbladet.se/nyheter/a/9vLxyr/polisen-har-inlett-utredning-om-tjanstefel
462,https://tv.aftonbladet.se/video/221755
463,https://www.aftonbladet.se/nyheter/a/1n3aRQ/danmark-atal-for-spionage-at-saudiarabien
464,https://www.aftonbladet.se/nyheter/krim/a/GGkKpV/larmen-om-ex-pojkvannen--kvallen-da-wilma-mordades
465,https://www.aftonbladet.se/nyheter/a/50eozO/polisen-utreder-hittade-skelettdelar-i-kungsbacka
466,https://www.aftonbladet.se/nyheter/a/b5Jjbl/kvinna-hittad-dod--man-angav-sig-sjalv-till-polisen
467,https://www.aftonbladet.se/nyheter/a/7dP9KK/systern-om-misstankte-mariestadsmannen-kan-sta-i-kon-pa-ica
468,https://www.aftonbladet.se/nyheter/a/8m7pm2/man-slappt-efter-misstankt-mord-i-frolunda
469,https://www.aftonbladet.se/nyheter/a/X89XB7/misstankt-gangledare-utlamnad-fran-gambia
470,https://www.aftonbladet.se/nyheter/a/pLmeXR/ung-man-dod-efter-knivhugg-i-halsen--en-gripen
471,https://www.aftonbladet.se/nyheter/a/4qK9LR/skottskadad-man-till-sjukhus-i-goteborg
472,https://www.aftonbladet.se/nyheter/a/P97OQX/tygbutiksmordet-kan-losas-med-nya-metoden
473,https://www.aftonbladet.se/nyheter/a/opxxwm/svensk-nazist-utvisas-fran-polen-valdigt-farlig
474,https://www.aftonbladet.se/nyheter/a/QoBGB4/atal-for-brutalt-styckmord-i-alingsas
475,https://www.aftonbladet.se/nyheter/a/XgBVnr/nya-gripanden-efter-landvetterdadet
476,https://www.aftonbladet.se/nyheter/a/e8m9ey/misstankt-kroppsdel-var-filmrekvisita
477,https://www.aftonbladet.se/nyheter/kolumnister/a/pLqkE1/mojligt-att-doma-for-mord-utan-kropp
478,https://www.aftonbladet.se/nyheter/a/LAd2VR/dod-man-hittad-i-bostad-i-goteborgs-skargard
479,https://www.aftonbladet.se/kultur/a/JJkvem/nej-goteborg-var-inte-vansterns-kapitolium
480,https://www.aftonbladet.se/nyheter/a/g7QjEJ/en-dod-i-skottlossning-utanfor-pizzeria
481,https://www.aftonbladet.se/nyheter/a/Jo7dam/man-skjuten-i-lagenhet--kvinna-hamtad-till-forhor
482,https://www.aftonbladet.se/nyheter/a/xRG3bG/marie-johanssons-mordare-nast-pa-tur-i-nytt-dna-sok
483,https://www.aftonbladet.se/nyheter/a/QoXaWq/fynd-av-skelett-fran-manniska--mord-utreds
484,https://www.aftonbladet.se/nyheter/a/naljgQ/bara-6-av-38-gangmord-har-klarats-upp-i-malmo
485,https://www.aftonbladet.se/nyheter/a/P9BLV7/misstankt-mord--kroppsdelar-funna-i-skogen
486,https://www.aftonbladet.se/ledare/a/g7V031/sluta-tala-tyst-om-inhemsk-terrorism
487,https://www.aftonbladet.se/nyheter/kolumnister/a/vAa29j/dambergs-ord-om-gangmorden-aldrades-daligt
488,https://www.aftonbladet.se/nyheter/krim/a/GarbEJ/rapport-har-har-klanerna-sitt-ursprung
489,https://www.aftonbladet.se/nyheter/a/mRxzpp/man-i-adidasbyxor-jagas-efter-mordforsok
490,https://www.aftonbladet.se/nyheter/a/JoG87m/knivhogg-polis-i-halsen--doms-till-fangelse
491,https://www.aftonbladet.se/nyheter/a/na0Jda/barcelonamord-forsvarar-svensk-mordutredning
492,https://www.aftonbladet.se/nyheter/a/ngEBzQ/mordatalad-atalas-for-ett-till-mord
493,https://www.aftonbladet.se/nyheter/a/jBPLnb/morddomd-pojkvan-lyssnar-pa-aklagarna
494,https://www.aftonbladet.se/nyheter/a/WO4b9Q/tonaring-gripen-for-dodsskjutningen-av-polis
495,https://www.aftonbladet.se/nyheter/a/dOMObA/livstids-fangelse-for-hustrumord
496,https://www.aftonbladet.se/nyheter/a/zLq7xq/tva-haktade-for-mord-i-biskopsgarden
497,https://www.aftonbladet.se/nyheter/a/28vQX4/en-man-anhallen-for-mordet-pa-helena-andersson
498,https://live.aftonbladet.se/supernytt/news/5f337b1d0cef0d001160130c
499,https://www.aftonbladet.se/nyheter/a/JoLn3m/man-knivhuggen-i-goteborg--allvarliga-skador
500,https://www.aftonbladet.se/nyheter/a/b5QdV3/man-skjuten-i-benen-i-goteborg
501,https://www.aftonbladet.se/nyheter/a/pL9P9o/skottlossning-i-goteborg
502,https://www.aftonbladet.se/nyheter/a/Ky393y/de-sitter-pa-fenix-avdelningar-i-sverige-just-nu
503,https://www.aftonbladet.se/nyheter/a/vAJM6j/ra-encrobevisningen-ar-tillaten
504,https://www.aftonbladet.se/nyheter/a/LnRk7V/aline-40-dodades-pa-oppen-gata-i-alvesta-sa-fruktansvart
505,https://www.aftonbladet.se/nyheter/a/l1dm1e/mordatalad-17-aring-slappt-av-ratten
506,https://www.aftonbladet.se/nyheter/a/JJovzR/fyra-poliser-till-sjukhus--olycka-under-bombinsats
507,https://www.aftonbladet.se/nyheter/a/P90y4R/expert-vill-se-fler-kalla-fall
508,https://www.aftonbladet.se/nyheter/a/wPVO1L/misstankar-om-aldremord-starks-efter-obduktion
509,https://www.aftonbladet.se/nyheter/a/50vpvX/domda-for-mord--trots-att-deras-offer-aldrig-hittades
510,https://www.aftonbladet.se/nyheter/a/b5q9Kk/man-anholls-efter-hotfullt-beteende-i-moske
511,https://www.aftonbladet.se/nyheter/a/pLVWxX/man-misshandlade-kvinna-svart--spelades-in
512,https://www.aftonbladet.se/nyheter/a/vQ8A1m/tva-unga-man-skjutna--vardas-pa-sjukhus
513,https://tv.aftonbladet.se/video/282740
514,https://www.aftonbladet.se/nyheter/a/dO1wMw/manga-i-sorg-efter-knivmord-pa-skola
515,https://www.aftonbladet.se/nyheter/a/6jdQ8L/fyra-skadade-i-blodigt-brak-i-molndal
516,https://www.aftonbladet.se/nyheter/a/xP7X7V/knivhuggen-man-dog--tredje-fallet-i-juli
517,https://www.aftonbladet.se/nyheter/a/GG6V26/sprangdadet-som-dodade-fyraaring-annu-olost
518,https://www.aftonbladet.se/nyheter/a/lVMrg7/levde-lyxliv-i-spanien--gackade-polisen-i-tio-ar
519,https://www.aftonbladet.se/nyheter/a/3JoBLe/inget-atal-mot-polis-som-skot-knivman
520,https://www.aftonbladet.se/nyheter/a/y3GKaK/turism-med-bitterljuv-smak-av-ond-brad-dod
521,https://www.aftonbladet.se/nyheter/a/pA33Gw/fortsatt-forstarkt-narvaro-efter-dodsskjutningen-i-hjallbo
522,https://www.aftonbladet.se/nyheter/kolumnister/a/V9zkBd/skriv-namnen-pa-gangstrarna-sa-vi-begriper-vad-som-sker
523,https://www.aftonbladet.se/nyheter/a/LAmAvV/tva-unga-man-skjutna-i-goteborg
524,https://www.aftonbladet.se/nyheter/a/awaGyd/man-svart-knivskuren-i-goteborg
525,https://www.aftonbladet.se/nyheter/a/XwmozE/goteborgare-misstanks-mordad-i-tanzania
526,https://www.aftonbladet.se/nyheter/a/3Jzrqv/gangmal-blir-sarskild-handelse-for-polisen
527,https://www.aftonbladet.se/sportbladet/fotboll/a/BRmwR0/sebastian-eriksson-stangs-av-efter-utbrottet
528,https://www.aftonbladet.se/nyheter/a/p6qBgE/hogsbomordaren-overklagar-livstidsdom
529,https://www.aftonbladet.se/nyheter/a/nax4QB/amir-12-hoggs-ihjal-pa-skolgarden-i-kortedala
530,https://www.aftonbladet.se/nyheter/a/mRVGKq/man-knivhuggen-i-brostet-i-goteborg
531,https://www.aftonbladet.se/nyheter/a/0nWr3B/fjarde-fall-av-insulinforgiftning-utreds
532,https://www.aftonbladet.se/nyheter/a/0nOvzM/aldre-mans-dod-i-lysekil-till-hovratten
533,https://www.aftonbladet.se/sportbladet/fotboll/a/dOjWeX/stjarnan-slipper-straff--efter-utbrottet
534,https://www.aftonbladet.se/nyheter/a/naBwjd/tre-anhallna-for-dodligt-knivran
535,https://www.aftonbladet.se/nyheter/krim/a/MRdpJ5/akilov-ar-skyldig-staten-114-miljoner-kronor
536,https://www.aftonbladet.se/nyheter/kolumnister/a/Opq7kq/tva-mycket-ovanliga-mord-pa-kvinnor
537,https://www.aftonbladet.se/nyheter/a/zGzoKv/man-hittad-knivhuggen--misstankt-mordforsok
538,https://www.aftonbladet.se/nyheter/a/Xg35On/kriminella-kopplingar-utreds-efter-explosion
539,https://www.aftonbladet.se/nyheter/a/jdbJoe/misstankt-mordforsok-pa-kvinna--man-gripen
540,https://www.aftonbladet.se/nyheter/a/zGeJeO/man-dod-efter-brak-i-centrala-goteborg
541,https://www.aftonbladet.se/nyheter/a/9v8PvW/man-avliden-efter-skottlossning-i-goteborg
542,https://www.aftonbladet.se/nyheter/a/BJarwG/aldre-svensk-man-hittat-dod-i-tanzania--misstankt-mord
